Date,HS Code,Product,Specific Product,Port of Origin,Country of Destination,Port of Destination,Value(USD),Std Qty,Std Unit,Std Unit Price(USD),Qty,Unit,Value In FC,Unit Rate In FC,Unit Rate Currency,Value(INR),Shipment Mode,Invoice Value INR
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,868.95,60,NOS,14.48,60,PCS,780,13,EUR,61000,Sea,0
30-Dec-19,42023990,Linen jewelry bag (15x50),Others,JNPT,Canada,Vancouver,4978.79,2389,NOS,2.08,2389,PCS,4969.12,2.08,USD,349510.83,Sea,0
30-Dec-19,42021240,NIVIA STRING BAG WITH SIPPER POCKET - SK,Others,JNPT,Saudi Arabia,jeddah,71.23,30,NOS,2.37,30,NOS,66.9,2.23,USD,5000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,1125.36,80,NOS,14.07,80,PCS,1016,12.7,EUR,79000,Sea,0
30-Dec-19,42022190,(ALL THE LEATHER GOODS ARE MADE FROM COW LEATHER) HAND CRAFTED & FINAL STITCHED BY MACHINE.MASSANGER BAG,Leather,JNPT,Italy,La Spezia,248.16,5,NOS,49.63,5,PCS,224.5,44.9,EUR,17421.09,Sea,0
30-Dec-19,42022210,LADIES EMBROIDERY BAG 28%SILK 72%VISCOSE P1 RBS R30 W 76114 A0,Others,Bombay Air,Italy,Bologna,63.44,3,NOS,21.15,3,PCS,57.39,19.13,EUR,4453.47,Air,0
30-Dec-19,42022210,PLASTIC BEAD BAGS BROWN PLASTIC BEAD BAG,Others,JNPT,Italy,Genoa,35,5,NOS,7,5,PCS,35,7,USD,2457.01,Sea,0
30-Dec-19,42022210,PLASTIC BEAD BAGS MULTI COLOR PLASTIC BE AD BAG,Others,JNPT,Italy,Genoa,60,10,NOS,6,10,PCS,60,6,USD,4212.06,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS RED DIGITAL PRINT BASKET,Others,JNPT,Italy,Genoa,1155,105,NOS,11,105,PCS,997.5,9.5,USD,81081,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS INDIGO YELLOW PRINT BAS KET,Others,JNPT,Italy,Genoa,997.5,105,NOS,9.5,105,PCS,997.5,9.5,USD,70024.51,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS RED CORAL BASKET,Others,JNPT,Italy,Genoa,1317.5,155,NOS,8.5,155,PCS,1317.5,8.5,USD,92488.47,Sea,0
30-Dec-19,42022230,JUTE BAG JUTE FLAP PURSE WITH CORAL MOTI F,Others,JNPT,Italy,Genoa,26,4,NOS,6.5,4,PCS,26,6.5,USD,1825.2,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS BLACK DIGITAL PRINT BASKE T,Others,JNPT,Italy,Genoa,1000,100,NOS,10,100,PCS,1000,10,USD,70200.04,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS GREEN FRINGES BASKET,Others,JNPT,Italy,Genoa,1050,105,NOS,10,105,PCS,997.5,9.5,USD,73709.98,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS GOLDEN NET LACE BASKET,Others,JNPT,Italy,Genoa,971.25,105,NOS,9.25,105,PCS,997.5,9.5,USD,68181.73,Sea,0
30-Dec-19,42022210,PLASTIC BEAD BAGS BROWN BEIGE PLASTIC BEAD BAG,Others,JNPT,Italy,Genoa,27.5,5,NOS,5.5,5,PCS,35,7,USD,1930.5,Sea,0
30-Dec-19,42022990,CRICKET KIT BAG NAVY MADE OF 100%POLYESTER (3 WHEELS),Polyester,JNPT,Canada,Toronto,208.99,5,NOS,41.8,5,PCS,210,42,USD,14671.4,Sea,0
30-Dec-19,42022230,JUTE BAG JUTE FLAP PURSE,Others,JNPT,Italy,Genoa,15,3,NOS,5,3,PCS,15,5,USD,1053.01,Sea,0
30-Dec-19,42022990,CRICKET COACH KIT BAG (3 WHEELS) MADE OF 100% POLYESTER,Polyester,JNPT,Canada,Toronto,649.87,20,NOS,32.49,20,PCS,653,32.65,USD,45621.2,Sea,0
30-Dec-19,42022190,LEATHER BAG : 100%COW LETAHER (WE INTEND TO CLAIM REWARDS UNDER (MEIS),Leather,JNPT,Italy,La Spezia,4736.34,14,NOS,338.31,14,PCS,4736.34,338.31,USD,332491.07,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,826.21,40,NOS,20.66,40,PCS,752,18.8,EUR,58000,Sea,0
30-Dec-19,42021240,NIVIA STRING BAG WITH SIPPER POCKET BLAC,Others,JNPT,Saudi Arabia,jeddah,71.23,30,NOS,2.37,30,NOS,66.9,2.23,USD,5000,Sea,0
30-Dec-19,42021240,NIVIA DEFLATE -01 BAG PACK -RED NYLON,Nylon,JNPT,Saudi Arabia,jeddah,85.47,20,NOS,4.27,20,NOS,79.8,3.99,USD,6000,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-076 R1 COLOURR OYAL BLUE,Leather,JNPT,Denmark,Aarhus,1488.35,46,NOS,32.36,46,PCS,1346.42,29.27,EUR,104482.3,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-303 COLOURROYA L BLUE,Leather,JNPT,Denmark,Aarhus,1191.64,28,NOS,42.56,28,PCS,1078,38.5,EUR,83652.82,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-S10 COLOURBLAC K,Leather,JNPT,Denmark,Aarhus,588.47,39,NOS,15.09,39,PCS,532.35,13.65,EUR,41310.28,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-300 COLOURBROW N ROYAL BLUE,Leather,JNPT,Denmark,Aarhus,1430.38,97,NOS,14.75,97,PCS,1293.98,13.34,EUR,100412.82,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-199 COLOURROYA L BLUE BROWN,Leather,JNPT,Denmark,Aarhus,183.73,11,NOS,16.7,11,PCS,166.21,15.11,EUR,12898.01,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEQB-1664 R8 COLOURCO GNAC,Leather,JNPT,Denmark,Aarhus,6000.74,210,NOS,28.57,210,PCS,5428.5,25.85,EUR,421251.67,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEQB-3803 COLOURCOGNA C,Leather,JNPT,Denmark,Aarhus,995.98,25,NOS,39.84,25,PCS,901,36.04,EUR,69917.57,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-213 COLOURBLAC K COGNAC,Leather,JNPT,Denmark,Aarhus,3077.47,87,NOS,35.37,87,PCS,3091.98,35.54,EUR,216038.29,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEQB-3803 COLOURBLACK,Leather,JNPT,Denmark,Aarhus,1991.95,50,NOS,39.84,50,PCS,1802,36.04,EUR,139835.14,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-077 COLOURBROW N,Leather,JNPT,Denmark,Aarhus,790.45,19,NOS,41.6,19,PCS,715.16,37.64,EUR,55489.38,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,968.66,60,NOS,16.14,60,PCS,873,14.55,EUR,68000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,2350.43,160,NOS,14.69,160,PCS,2128,13.3,EUR,165000,Sea,0
30-Dec-19,42021190,JUTE BAG,Others,JNPT,United Arab Emirates,Jebel Ali,270.66,200,NOS,1.35,200,PCS,294,1.47,USD,19000,Sea,0
30-Dec-19,42021250,NIVIA DOMINATOR BAG - LARGE NYLON,Nylon,JNPT,Saudi Arabia,jeddah,541.31,40,NOS,13.53,40,NOS,542.4,13.56,USD,38000,Sea,0
30-Dec-19,42022190,ALL THE LEATHER GOODS ARE MADE FROM COW LEATHER.HAND CRAFTED & FINAL STITCHED BY MACHINE.POUCH BAG,Leather,JNPT,Italy,La Spezia,608.86,24,NOS,25.37,24,PCS,608.88,25.37,USD,42742.12,Sea,0
30-Dec-19,42022190,(ALL THE LEATHER GOODS ARE MADE FROM COW LEATHER) HAND CRAFTED & FINAL STICHED B Y MACHINE.SHOULDER BAG,Leather,JNPT,Italy,La Spezia,3981.48,132,NOS,30.16,132,PCS,3981.12,30.16,USD,279499.55,Sea,0
30-Dec-19,42022210,LADIES EMBROIDERY BAG 28%SILK 72%VISCOSE P1 RBS R30 W 75371 B1,Others,Bombay Air,Italy,Bologna,31.4,1,NOS,31.4,1,PCS,28.41,28.41,EUR,2204.61,Air,0
30-Dec-19,42022290,FABRIC/LEATHER BAG,Leather,JNPT,Japan,Tokyo,7777.78,56,NOS,138.89,56,PCS,7784,139,USD,546000,Sea,0
30-Dec-19,42022990,DUFFLE BAG MADE OF 100%POLYESTER ASSORTED COLOURS,Polyester,JNPT,Canada,Toronto,712.08,30,NOS,23.74,30,PCS,712.2,23.74,USD,49987.71,Sea,0
30-Dec-19,42022990,CRICKET KIT BAG MADE OF 100% POLYESTER TITUS BLK/SILVER (2 WHEELS) LUT ARN NO.AD030319000518E,Polyester,JNPT,Canada,Toronto,348.33,10,NOS,34.83,10,PCS,350,35,USD,24452.47,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,1452.99,70,NOS,20.76,70,PCS,1316,18.8,EUR,102000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,1766.38,80,NOS,22.08,80,PCS,1592,19.9,EUR,124000,Sea,0
30-Dec-19,42022210,PLASTIC BEAD BAGS MULTI COLOR PLASTIC BE AD FLAP BAG,Others,JNPT,Italy,Genoa,30,5,NOS,6,5,PCS,35,7,USD,2106.03,Sea,0
30-Dec-19,42021240,NIVIA STRING BAG WITH SIPPER POCKET - NA,Others,JNPT,Saudi Arabia,jeddah,71.23,30,NOS,2.37,30,NOS,66.9,2.23,USD,5000,Sea,0
30-Dec-19,42022290,LADIES HAND BAGS,Others,JNPT,Spain,Barcelona,3560,400,NOS,8.9,400,PCS,3560,8.9,USD,249912,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-076 R1 COLOURB LACK,Leather,JNPT,Denmark,Aarhus,647.11,20,NOS,32.36,20,PCS,585.4,29.27,EUR,45427.09,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-077 R1 COLOURR OYAL BLUE,Leather,JNPT,Denmark,Aarhus,1775.29,44,NOS,40.35,44,PCS,1606,36.5,EUR,124625.61,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-295 R1 COLOURB ROWN,Leather,JNPT,Denmark,Aarhus,149.23,5,NOS,29.85,5,PCS,135,27,EUR,10475.97,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEQB-2235 R8 COLOURBR OWN,Leather,JNPT,Denmark,Aarhus,3417.92,87,NOS,39.29,87,PCS,3091.98,35.54,EUR,239937.76,Sea,0
30-Dec-19,42021190,LEATHER BAGS STYLEETUD-213 COLOURROYA L BLUE,Leather,JNPT,Denmark,Aarhus,778.21,22,NOS,35.37,22,PCS,704,32,EUR,54630.29,Sea,0
30-Dec-19,42021240,NIVIA STRING BAG WITH SIPPER POCKET - RE,Others,JNPT,Saudi Arabia,jeddah,71.23,30,NOS,2.37,30,NOS,66.9,2.23,USD,5000,Sea,0
30-Dec-19,42022290,CANVAS BAG,Others,JNPT,New Zealand,Auckland,854.7,100,NOS,8.55,100,PCS,850,8.5,USD,60000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,1253.56,80,NOS,15.67,80,PCS,1132,14.15,EUR,88000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,883.19,60,NOS,14.72,60,PCS,798,13.3,EUR,62000,Sea,0
30-Dec-19,42022190,ALL THE LEATHER GOODS ARE MADE FROM COW LEATHER.HAND CRAFTED & FINAL STITCHED BY MACHINE.BODY BAG,Leather,JNPT,Italy,La Spezia,2899.61,92,NOS,31.52,92,PCS,2899.84,31.52,USD,203552.53,Sea,0
30-Dec-19,42022190,(ALL THE LEATHER GOODS ARE MADE FROM COW LEATHER) HAND CRAFTED & FINAL STITCHED BY MACHINE.SHOULDER BAG,Leather,JNPT,Italy,La Spezia,9825.19,327,NOS,30.05,327,PCS,9826.35,30.05,USD,689728.23,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS GREY BASKET,Others,JNPT,Italy,Genoa,1482,152,NOS,9.75,152,PCS,1482,9.75,USD,104036.4,Sea,0
30-Dec-19,42022230,JUTE BAG BLACK STRIPE JUTE BAG,Others,JNPT,Italy,Genoa,32.5,5,NOS,6.5,5,PCS,32.5,6.5,USD,2281.48,Sea,0
30-Dec-19,42022290,POLYESTER BAG BLACK ROUND FRAME CLUTCH,Polyester,JNPT,Italy,Genoa,35,5,NOS,7,5,PCS,35,7,USD,2457.01,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS BLACK RED BASKET,Others,JNPT,Italy,Genoa,1102.5,105,NOS,10.5,105,PCS,997.5,9.5,USD,77395.53,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS INDIGO DIGITAL PRINT BASK ET,Others,JNPT,Italy,Genoa,900,100,NOS,9,100,PCS,1000,10,USD,63179.99,Sea,0
30-Dec-19,42022290,PALM LEAF BAGS LEMON ORANGE PRINT BASK ET,Others,JNPT,Italy,Genoa,945,105,NOS,9,105,PCS,997.5,9.5,USD,66339.04,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,2393.16,120,NOS,19.94,120,PCS,2160,18,EUR,168000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,2094.02,130,NOS,16.11,130,PCS,1891.5,14.55,EUR,147000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,1794.87,80,NOS,22.44,80,PCS,1628,20.35,EUR,126000,Sea,0
30-Dec-19,42022990,CRICKET KIT BAG MADE OF 100% POLYESTER DUX 666(3 WHEEL),Polyester,JNPT,Canada,Toronto,742.68,25,NOS,29.71,25,PCS,746.25,29.85,USD,52136.03,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,2079.77,120,NOS,17.33,120,PCS,1878,15.65,EUR,146000,Sea,0
30-Dec-19,42022190,GOAT NAPPA LEATHER HAND BAGS,Leather,JNPT,Italy,Ancona,569.8,40,NOS,14.24,40,PCS,520,13,EUR,40000,Sea,0
28-Dec-19,42021290,SPORTS BAG TEXTILE MATERIAL:RUCKSACK BAL,Others,JNPT,Netherlands,Rotterdam,455.84,100,NOS,4.56,100,PCS,411,4.11,EUR,32000,Sea,0
28-Dec-19,42021290,SPORTS BAG TEXTILE MATERIAL:BAG FOR TRAI,Others,JNPT,Netherlands,Rotterdam,14.25,10,NOS,1.42,10,PCS,15.5,1.55,EUR,1000,Sea,0
28-Dec-19,42022190,COW LEATHER BUM BAGS,Leather,JNPT,Denmark,Aarhus,5886.31,200,NOS,29.43,200,PCS,4900,24.5,EUR,413219.29,Sea,0
28-Dec-19,42022290,KNITTED 100%POLYESTER BAG (PACK TOGETHER ),Polyester,JNPT,Netherlands,Rotterdam,956.97,2100,NOS,0.46,2100,PCS,735,0.35,GBP,67178.96,Sea,0
28-Dec-19,42022230,.. 100% JUTE BAGS,Others,JNPT,Spain,Valencia,6930.94,2280,NOS,3.04,2280,PCS,6270,2.75,EUR,486552.09,Sea,0
28-Dec-19,42021290,SPORTS BAG TEXTILE MATERIAL:MESH BALL CA,Others,JNPT,Netherlands,Rotterdam,142.45,50,NOS,2.85,50,PCS,129,2.58,EUR,10000,Sea,0
28-Dec-19,42021290,OUTER AND LINING 100% POLYESTER WOVEN DUFFLE BAGS,Polyester,JNPT,France,Antwerpen,2436.77,501,NOS,4.86,501,PCS,2204.4,4.4,EUR,171061.44,Sea,0
28-Dec-19,42029900,LAPTOP BAGS,Others,Bombay Air,United Arab Emirates,Dubai,97.81,48,NOS,2.04,48,NOS,249.6,5.2,USD,6866.44,Air,0
28-Dec-19,42022190,GENTS EXECUTIVE BAGS (LEATHER),Leather,JNPT,United Arab Emirates,Jebel Ali,625.31,21,NOS,29.78,21,PCS,625.59,29.79,USD,43896.43,Sea,0
28-Dec-19,42022190,COW LEATHER CROSSBODY BAG (80%HAND MADE & 20%MACHINE MADE),Leather,JNPT,Italy,La Spezia,28577.28,1200,NOS,23.81,1200,PCS,28572,23.81,USD,2006125.3,Sea,0
28-Dec-19,42022290,.. 100% POLYESTER BAGS,Polyester,JNPT,Spain,Valencia,182.39,60,NOS,3.04,60,PCS,165,2.75,EUR,12803.89,Sea,0
28-Dec-19,42029900,LAPTOP BAGS,Others,Bombay Air,United Arab Emirates,Dubai,99.72,48,NOS,2.08,48,NOS,249.6,5.2,USD,7000,Air,0
28-Dec-19,42021290,OUTER AND LINING 100% POLYESTER WOVEN DUFFLE BAGS,Polyester,JNPT,France,Antwerpen,4377.44,900,NOS,4.86,900,PCS,3960,4.4,EUR,307296,Sea,0
28-Dec-19,42021190,COW LEATHER WORK BAG (80%HAND MADE & 20% MACHINE MADE),Leather,JNPT,Italy,La Spezia,13797.42,300,NOS,45.99,300,PCS,12780,42.6,EUR,968578.78,Sea,0
27-Dec-19,42023190,Synthetic Ladies Bag,Others,JNPT,Mauritius,Louis,312,208,NOS,1.5,208,PCS,312,1.5,USD,21902.47,Sea,0
27-Dec-19,42022230,100% JUTE BAGS SIZE 45X28 CM,Others,JNPT,New Zealand,Auckland,980,200,NOS,4.9,200,PCS,980,4.9,USD,68795.94,Sea,0
27-Dec-19,42022230,100% JUTE BAGS SIZE 43X30 CM,Others,JNPT,New Zealand,Auckland,860,200,NOS,4.3,200,PCS,980,4.9,USD,60372.03,Sea,0
27-Dec-19,42029100,100 % COW LEATHER CROSSBODY BAG,Leather,JNPT,Italy,Genoa,43.83,1,NOS,43.83,1,PCS,39.65,39.65,EUR,3076.83,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Studio - Poppy Red / Denim Blue / Khaki / Brick Red / Wine / Moss Green""",Others,JNPT,United Arab Emirates,Jebel Ali,545.4,36,NOS,15.15,36,PCS,192.24,5.34,USD,38287.07,Sea,0
27-Dec-19,42022190,100 % COW LEATHER MESSENGER BAG,Leather,JNPT,Italy,Genoa,3021.92,122,NOS,24.77,122,PCS,3021.94,24.77,USD,212139,Sea,0
27-Dec-19,42022190,100 % COW LEATHER HOBO BAG,Leather,JNPT,Italy,Genoa,4117.11,134,NOS,30.72,134,PCS,4116.48,30.72,USD,289021.19,Sea,0
27-Dec-19,42021190,100% JUTE BAGS SIZE 43X28 CM,Others,JNPT,New Zealand,Auckland,854.7,200,NOS,4.27,200,PCS,860,4.3,USD,60000,Sea,0
27-Dec-19,42022990,BREATHABLE BAGS MADE OF PLASTIC SHEETING OF TEXTILE MATERIAL:BAG BREATHABLE BALL ROY (12),Others,JNPT,Canada,Toronto,244.37,50,NOS,4.89,50,PCS,186,3.72,GBP,17154.8,Sea,0
27-Dec-19,42022990,BREATHABLE BAGS MADE OF PLASTIC SHEETING OF TEXTILE MATERIAL:BAG BREATHABLE BALL RED (12),Others,JNPT,Canada,Toronto,488.74,100,NOS,4.89,100,PCS,372,3.72,GBP,34309.43,Sea,0
27-Dec-19,42021190,100% JUTE BAGS SIZE 45X30 CM,Others,JNPT,New Zealand,Auckland,982.91,200,NOS,4.91,200,PCS,980,4.9,USD,69000,Sea,0
27-Dec-19,42021110,COW LEATHER BUSINESS BAGS COLOUR BROW N,Leather,JNPT,Germany,Rotterdam,3517.87,96,NOS,36.64,96,PCS,3360,35,EUR,246954.21,Sea,0
27-Dec-19,42021110,COW LEATHER MESSENGER BAGS COLOUR BLA CK,Leather,JNPT,Germany,Rotterdam,2097.19,48,NOS,43.69,48,PCS,1512,31.5,EUR,147222.71,Sea,0
27-Dec-19,42021110,COW LEATHER CROSSBODY BAG COLOUR BROW N/BROWN,Leather,JNPT,Germany,Rotterdam,2630.88,112,NOS,23.49,112,PCS,2800,25,EUR,184687.94,Sea,0
27-Dec-19,42022990,BREATHABLE BAGS MADE OF PLASTIC SHEETING OF TEXTILE MATERIAL:BAG BREATHABLE BALL BLK (12),Others,JNPT,Canada,Toronto,488.74,100,NOS,4.89,100,PCS,372,3.72,GBP,34309.43,Sea,0
27-Dec-19,42022290,INSULATED DELIVERY BAG (RED) - 35 X 35 X 30 CM (TOP OPENING FOLDABLE),Others,JNPT,United Arab Emirates,Abu Dhabi,1313.94,107,NOS,12.28,107,NOS,1318.24,12.32,USD,92238.66,Sea,0
27-Dec-19,42022290,INSULATED PIZZA BAG (RED) - 37 X 37 X 20 CM (3 PIZZA STORAGE),Others,JNPT,United Arab Emirates,Abu Dhabi,1102.34,101,NOS,10.91,101,NOS,1105.95,10.95,USD,77384.51,Sea,0
27-Dec-19,42022190,100 % COW LEATHER TOTE BAG,Leather,JNPT,Italy,Genoa,1677.19,51,NOS,32.89,51,PCS,1517.25,29.75,EUR,117738.71,Sea,0
27-Dec-19,42022210,"My Milestones Toddler / Kids Lunch bags"" #NAME? terfly / Penguin""",Others,JNPT,United Arab Emirates,Jebel Ali,192.24,36,NOS,5.34,36,PCS,192.24,5.34,USD,13495.24,Sea,0
27-Dec-19,42022190,100 % COW LEATHER MESSENGER BAG,Leather,JNPT,Italy,Genoa,5809.5,238,NOS,24.41,238,PCS,5809.58,24.41,USD,407826.96,Sea,0
27-Dec-19,42022190,100 % COW LEATHER SHOPPER BAG,Leather,JNPT,Italy,Genoa,10944.94,354,NOS,30.92,354,PCS,10945.68,30.92,USD,768334.74,Sea,0
27-Dec-19,42022190,100 % COW LEATHER SHOPPER BAG,Leather,JNPT,Italy,Genoa,80.94,2,NOS,40.47,2,PCS,80.94,40.47,USD,5681.85,Sea,0
27-Dec-19,42021110,COW LEATHER BUSINESS BAGS COLOUR BROW N/BROWN,Leather,JNPT,Germany,Rotterdam,3157.06,96,NOS,32.89,96,PCS,3360,35,EUR,221625.67,Sea,0
27-Dec-19,42021290,COLLEGE BAG SYNTHETIC,Others,JNPT,United Arab Emirates,Dubai,381.7,85,NOS,4.49,85,PCS,382.5,4.5,USD,26795.41,Sea,0
27-Dec-19,42022290,BEVERAGE DELIVERY BAG (BLACK) - 37 X 10 X 18 CM,Others,JNPT,United Arab Emirates,Abu Dhabi,640.23,124,NOS,5.16,124,NOS,642.32,5.18,USD,44943.83,Sea,0
27-Dec-19,42029100,100 % COW LEATHER CROSSBODY BAG,Leather,JNPT,Italy,Genoa,9712.53,388,NOS,25.03,388,PCS,9711.64,25.03,USD,681819.88,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Urbane - Navy- T. Blue / Navy-Maroon / Navy-Beige""",Others,JNPT,United Arab Emirates,Jebel Ali,233.46,18,NOS,12.97,18,PCS,115.74,6.43,USD,16388.91,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Duo Detach - Navy Blue / Coffee / Grey Red / Grey Gre en""",Others,JNPT,United Arab Emirates,Jebel Ali,346.6,20,NOS,17.33,20,PCS,346.6,17.33,USD,24331.31,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Diva Tote - Pi nk Geometric / Blue Stripes / Lavender C hecks""",Others,JNPT,United Arab Emirates,Jebel Ali,181.8,12,NOS,15.15,12,PCS,221.04,18.42,USD,12762.37,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Duo Detach - Orange Floral / Pink Blossom / Coffee Ci trus""",Others,JNPT,United Arab Emirates,Jebel Ali,221.04,12,NOS,18.42,12,PCS,221.04,18.42,USD,15517,Sea,0
27-Dec-19,42022210,"""My Milestones Diaper Bag Spectra - Blac k Geometric / Beige Checks / Brown Plaid / Grey Mosaic""",Others,JNPT,United Arab Emirates,Jebel Ali,333.3,22,NOS,15.15,22,PCS,333.3,15.15,USD,23397.65,Sea,0
27-Dec-19,42022190,COW MILLED LEATHER LADIES SHOULDER BAGS,Leather,JNPT,Netherlands,Rotterdam,11965.81,600,NOS,19.94,600,PCS,10824,18.04,EUR,840000,Sea,0
27-Dec-19,42022190,TRAVEL BAG RR KABEL,Others,JNPT,United Arab Emirates,Umm Al Quwain,11.25,25,NOS,0.45,25,PCS,11.25,0.45,USD,789.92,Sea,0
27-Dec-19,42022290,POLYESTER BAGS,Polyester,JNPT,Italy,Napoli,6632.48,1200,NOS,5.53,1200,PCS,6000,5,EUR,465600,Sea,0
27-Dec-19,42021110,COW LEATHER MESSENGER BAGS COLOUR BRO WN,Leather,JNPT,Germany,Rotterdam,3562.97,96,NOS,37.11,96,PCS,3792,39.5,EUR,250120.25,Sea,0
27-Dec-19,42021110,COW LEATHER BUSINESS BAGS COLOUR BLAC K,Leather,JNPT,Germany,Rotterdam,4983.65,144,NOS,34.61,144,PCS,4983.84,34.61,USD,349851.93,Sea,0
27-Dec-19,42021110,COW LEATHER CROSSBODY BAG COLOUR BROW N,Leather,JNPT,Germany,Rotterdam,2435.45,96,NOS,25.37,96,PCS,3360,35,EUR,170968.41,Sea,0
27-Dec-19,42021110,COW LEATHER WEEKENDER BAG COLOUR BROW N/BROWN,Leather,JNPT,Germany,Rotterdam,3570.48,80,NOS,44.63,80,PCS,3800,47.5,EUR,250647.93,Sea,0
27-Dec-19,42022910,READYMADE GARMENTS AND MADEUP ARTICLES : HAND BAGS MADE OF NON WOVEN POLYESTER F ABRICS,Polyester,Bombay Air,Canada,Toronto,254.63,48,NOS,5.3,48,PCS,336,7,CAD,17875.21,Air,0
26-Dec-19,42022230,90%JUTE 10%POLYESTER BAG,Polyester,JNPT,France,Antwerpen,870.1,77,NOS,11.3,77,PCS,870.1,11.3,USD,61081.13,Sea,0
26-Dec-19,42022190,LEATHER BAG BAG BROWN CROCO,Leather,JNPT,Sweden,Gothenburg,353.73,40,NOS,8.84,20,PRS,320,16,EUR,24832.04,Sea,0
26-Dec-19,42022190,COW MILLED LEATHER LADIES SHOULDER BAGS,Leather,JNPT,Netherlands,Rotterdam,10943.59,600,NOS,18.24,600,PCS,9900,16.5,EUR,768240,Sea,0
26-Dec-19,42022220,TOOL CARRY BAG WAITZ TA,Others,JNPT,Canada,Toronto,3795,500,NOS,7.59,500,PCS,3795,7.59,USD,266409,Sea,0
26-Dec-19,42022230,95% JUTE/ 5% LEATHER HANDLE BAG,Leather,JNPT,Germany,Hamburg,1393.49,100,NOS,13.93,100,PCS,1395,13.95,USD,97822.66,Sea,0
26-Dec-19,42022190,HAND MADE COW LEATHER BELT BAG 5% METAL FITTINGS 42X19X9 CM BURKELY COLOUR-MELLO W YELLOW,Leather,JNPT,Netherlands,Rotterdam,1496.26,80,NOS,18.7,80,PCS,1332.8,16.66,EUR,105037.37,Sea,0
26-Dec-19,42022190,HAND MADE COW LEATHER BELT BAG 5% METAL FITTINGS 42X19X9 CM BURKELY COLOUR-BLACK,Leather,JNPT,Netherlands,Rotterdam,1870.32,100,NOS,18.7,100,PCS,1666,16.66,EUR,131296.56,Sea,0
26-Dec-19,42022190,HAND MADE COW LEATHER HAND BAG 5% METAL FITTINGS 21X16X6 CM SACHA COLOUR-CATHAY SPICE,Leather,JNPT,Netherlands,Rotterdam,2110.56,200,NOS,10.55,200,PCS,1880,9.4,EUR,148161.46,Sea,0
26-Dec-19,42022190,HAND MADE COW LEATHER HAND BAG 5% METAL FITTING 32X20X12 CM BURKELY COLOR-BLACK,Leather,JNPT,Netherlands,Rotterdam,108.67,4,NOS,27.17,4,PCS,96.8,24.2,EUR,7628.65,Sea,0
